59,60,61,62,60,63,64,65,66,61,67,68,67;67,60,63
7228,10891,39711,11534,2933,7228,2934,13499,2933,1946;7228,2933
746,1474,22659,4722,25317,778,746,17032,1479,29014,73351,75430,58436,17032,1474,17032,22659,17032;17032
54827,9623,16922,9623,9622,55207,55208,16922,9623,75456,20528,75457;9623
13699,28700,7869,23293,23292,25974,7870,75460,23293;75461,23293
9857,68565,12052,9816,44127,9857;68565
21176,523;21176
14327,51873,14327,48283,62288,75525,62288,14863,75526,48282,74745,75527;48282,74745,62288
13919,75538,75539,5332,13918,7324,34144,26215,66978,19071,224,13918,7324;7324
4930,4931,43742,4931,4930,4931;4931
33835;33835
42767,7379,42767,7379,75591,42767;42767,7379
74061,24807,74061,24807,74061;74061
23605,75657,23605;23605
38576,57927,75658,9573,16332,75660,38576,9573,75658,16332,57927,9573,75658,75660,57927,75660,8920,14520,75661,38576,57927,16332,9573,75658,75660,8920,75661,14520,75661,9573,75658;75658,9573
2513,21032,788,8696,13188,73142,26263;26263
3605,3621,75683,3650,7674,75684,4368,50774,72300,29679,3606,4401,58103,4400,75683,3647,46197,3650,7674,3650,9144,30248,75685,30248,61523,50774,4368,9143,3650,7674,3650,7674,31719,7674,31719,9140,3650,9137,3650,9137,9138,9137,9138;3650,31719
13214,14268,3568;25609
75687;75687
32263,70434,75740;32263,75740
553,162,5570,8484,72270,35380,53651;5570,162,53651
8462,5965,5964,29,2923;2923
75801,75802,75803,75804,54001,37258,75805,45035,62713,75806;45035,37258
29233;29233
57411;57411
43771;43771
71940,71941,71940,71941;76027,76028,71940
3443,2070,3443,2070,3443;3443,2070
8796;8796
42497,7840,7841;7841
5894;5894
1651,5955,6376,28440;1651
18946;18946
14064;14064
43846,71127,43846,13960,15079,15078,43846,15074,53690,43846,76141,76142,43846,13960,53688,13960,43846,15074,18351,15078,43846;43846
2323,2320,15502,2320,69134,2320;2320
30940,105,24490,11489,2738,76143,42698,1434,4589,15940,18021,5573,27035,14562,20482,18021,4589,24726,33403,20800,24490,10338,20800,105,24493,14561,24493,11121,20407,11489,73044,11027,8662,76144,76145,76146,76144,47619,60434,76147,17011,76148,76149,27128,20407;17011,20407,11027,24493
24946,76178,52157,4081,52157,24946;24946
21399,7044,9539;21399
2592;2592
76334,76335,53625,41098,76336,64928,76337;52195,59632,61410,53625,76306,41098
17767,76340,17767,76341,17767,76342;17767
6000,10349,30264,6001,10349;10349
44829,19770,1998,26676,74161,62754,2714,28147,76359;26676
1644;1644
3116,3117,3116,3117;3116
23457,23454,76407,57226,23457,58862,76407,58862,76407;76407,23457
76424,44510,67422;67422
422;422
20076,1242,1248,4909,171,192,391,53347,136,172,171,172,192,391,71008,67208,30650,76220,76528,10433,53770,11700,53770,28516,53770,10433,11700,10433,11700,171,192,391,2514,391;11700
76533,76534,76535;76533
31433,6742,9437,76563,9437,6742,76563,6742;6742
9729;9729
64025;64025
54243,17003,33494,25407,66271,27608,37678,66271,30880,48717,51281,74339,9786,31001,76612,35366,74339,35366,76613,76614,19416,33494,57240,76615,48959,23613,36259,43359,22942,68057,57240,23612,23613,36259,57240,43359,23613;33494
32532,32994,43531;32532
76672;76672
76713;76713
76726,70914,76727,14370;70914
61562;61562
52520,30357,52520;52520
7228,4831,3324,7003,11024,1782,3324,7003,3324,5929,24302,3324,5929,1782,5929,3324,5929,3324,73,1031,158,30706,3356,11024,3324,73,60396,6630,20137,33585,22409,21235,74795,33585,22409,21235,33585,76753,33585,6630,76754,64355,17874,60766,17874,76755,76756,8478,19860,74811,19860,74811,19860,33558,42799,76755,76757,19860,42799,76755,57910;73,11024,6630,60396,27225,54172,33585,7003,3324
325,326,3287,799,50126,5559,3286,325,4540,3286,3287,5202,176,3286,966,3286;3286
1915,35553,6843,1915,1999,76778,22349,1328,55285,32279,22350,22349,38636;22349
2623,76783,57424;2623
22445,76788,22445,76789;22445
14480,1852,14480,19678,743;743,1852
16828,37506,12183,3705,17606,16470,30243,47453,76856,6425,4583,8436,12882,24168,2132,11483,14727,27764,36704,28329,66164,5553,66164,28329,16828;28329,5553,66164,16828
9352,27857,1432,27857,918;27857
33787,41470,33787,9096,10230,9096;9096,41470
65895,31009,76930,76931,76932,76931,76933,76934,3074,76935;76934
55992,46512,1933,3444,55992,46512,3444,46512;46512
61574,34455;34455
3352,3349,3352;3352
49430;49430
76960,57830,76961,76962;76960,57829
14607;14607
5174;5174
42831,23229,42831;42831
4013,47288,22325,4017,4018,4021,4023,1669,4024,4025,1198,2317,21330,4025,4024,6539,4013,47288,22325,19294,4018,4023,4022,4024,4025,47240,4026,22325,47288,1669,4013,4027;1669
45864,77047,45876,67964,57868,40604,52264,7951,36273;57868
17218;17218
77065,77066,69154,77065,51287,22785,49916,69154,77066;69154,77066
60060;60060
7,17391,137,26203,878,137;137
3162,38141,3162;3162
8640,4894,3112,19919,36766,29524,36766,19919,10104,8640;19919,10104
44910,3886,44910,3886,44910;44910
6,300,6;6
40467;40467
10494;10494
31581;31581,58861,60918,12477
37095,10192,77252,37095,6760,17388,27772;27772
53408;53408
758,1552,315,805,804,5663,806,33,73,609,28,806,124;806
77264,22257,77264,77265,77264;77264
77297;77297
55772,7572,13159,55020,7572,55020,13159,7572,55020,7572,55020,57162,55020,57162,77327,7746,77328,7578,52914,77329,77328,77330,77331,20450,77328,7578,77328;77328,55020
1656,1064,8120;1064,1656
28,609,28;28
26512,77364,2657,77364;26512
77368;77368
77385,10949,4600,77386,77387,77388,77389,77390;77390
28725,77399,77400,28725,77401;4182,42063,4180,28725,62926,31280,77402
56382,552,3403,7849,12053,12054,23475,77408,12053,64495,12973,12054,12973,12053,12054,12973;12973,12054
77425,59854,16555,5647,3608,11098,5647,3608,5647,3612,5647,3568,5647,3608,26609,38130,47565,45687,13288,77426,13288,45687,28383,28091,36553,4343,36553,4335,36553,77427,46269,5907;3608,5647
5165,5166,9469,11220,3149,5165,5166,9469,40575,77440,5165,5166,11223;22383,5165
15328,11155,21494,11160,11155;15328
59912;59912
21308;21308
6097,21636,77583,63650,77583,59361,1614,26367,1614,26367,17578,26367,34961,63877,26367,8200,26367,77583,21369,23469,21369,21941,13256,14052,42525,21941;26367
1422,51334,44115,1422,6455,24121,1422;1422
75127;75127
63988;63988
14196,8145,23106,14211,1769,23106,6410,8311,77742,8145;8145,23106
77752,19822,77752;77752
6202;6202
77809;77809
847,3262,18279,20080,29867,36545,29867,18279,26242,847,18279,847;18279
6340,48873,46187,6340,77817,25106,77818,48873,6340;6340
77856,77857,77858,77859,77856;77856
1561,11905;1561
42062,77866,42062,77866,42062,77866;29501,42062,77866
9293,8162,2395;8162
49723,22632,49723,22632,49723,22632,49723,22632,49723;49723
23312,23311,942,23312,75018,23312;23312
11984,39639,11984;39639
68593,46930;46930
6179,10361,1814,11141,1814,11141,1814,45216,1814,6179;6179
5884,26954,5884;5884
519,977,519;519
60999,18765,3892,18765,3892,12059,3892,18765,3892,12059,18765,12639,18765,3892,12059,3892,18765,3892,3358,12059;3892
2654,6322,20402,50674,28705,1721,6093,5843,2070,2654,6322,2654,6997,2654,21784,8813,42168,8813,42168,6996,9812,78032,33440,78033,78034,6093,78032,2070,10258,10259,887,10260,58026,34275,23692,2070;2070
33601;977,33601
7465,4645,7465,4645;4645
48826,78044,48826;78044,48826
24045,78046,8327,37390,78047,37390,25497,37390;25497,37390
7129,63173,7129,63173,20904,15344,7129,15344;7129,63173,20904
13146,33837,42298,52056,9106,78208;9106,78208
28866;28866
22784,22785,51287,69154,78225,77065;77065
16601,643,19910,1595,23570,9253,23570,8505,9253,8505,28011,20601,12236,8505,42833,78232,21679,38431;19910,8505
16858;16858
15922,1320;1320,15922
1014,1015,26157,37507,5876,25256,12183,1014,12183;12183
4938,2117;4938
3325,2935,13499,9914,2935,13499,814,13499;9914
52177;52177
9639,78306,9639;9639
3786,27543,62043,32110,20732,9252,11962,9249,17714,18462,12233,21493,30007,3786,62043,19131,27543,8505,3786,58057,17714,21493,30007,3785,27544,10177,3787,29918,6959,50380,35540,11337,27549,59882,9030,21777,19448,29986,58056,21777,58056,29939,21777,58056;58056
78348,11570;78348
1319,14315,1319,14315,1322,1314,1319,28461,13108;1319
13540,7244,13540;13540
9235,17405,78369,17405,9236,41453,60055,41453,47267,41453,9236,17405,9236,74147,36438,32261,9236,21678,41453,21678,41453,22779,7025,16013,22779,16013;41453,21678,17405
78371,25365;25365
78373,55064,78373,78372;78372
35764;35764
8177,10651;8177
78437,78439,54006,78439,78440,78441,78437,54006;78437
15908,52931,68409,15992;68409
861,10565;861
9135,7813,51709,56997,7813,51709,56997,9135,10843,9135,10843,9135,51709,7813,10843,9135,7813,51709,56997,9135,9253,9135,7813,5315,7813,51709,56997,78507,5315,62064,24283,9135,7813,51709,7813,51709,56997;56997,7813,10843,51709
5400;5400
31636,42310,957,46208,37848,31636;31636
28553,44082,28553,44082,64773,20372,64773,28553,44082,28553,44082;44082
1669;1669
10259,887,24089;24089
24267,33068,24267,36219,30653;24267
70744,75238,70744,28725,78602,78603,28725,78604,31287,78602,78605,78606,78607,78605,70744,78602,78608,78607,70744,6531,20536;78605,70744,78602
4721,9814,1774,1572,1774;9814,1785,1572,7044
17029,4747,19623,18913,11004,6193,28156,78633,54742,78634,146,148,152,148,146,14386,194,22356,22354,13695;78634
8696;8696
47855,78650,78651,78652,78653,78652,78654,30783,63120,9971,66979,1334;78652,47854,78655,78656,78657
6975,23625,6975,26797,6975,26797,6975,7077,21871,3703,6975,7077,6975,26797;26797,23642,23625
68097;68097
3692,3693,9587,3692;69450
49493,1784,2257,1784;49493
37198;325
6922,6923;6922
48474,78526,78863,78864,78863;78863
53753;53753
21765,57354,78881,57354,21765,21767,61923,78882,21765,61923,21765,57354,61923,21765,62223,61923,21765,21766,21768,62223,61923,62223,61923;21765
18875,1313,15217,3408,15921,18279,26242,15218,18877,16025,26242,1313,15218,15223,31513,12846,69882,12846,3408,15923,1313,1317,3408;12846
4795;4795
35131,31045,35131,78905,42651,35131,31045,43577,47101,4304,4305,31046,51385,47101,4307,43577,4305,5163,4308,30298,4304,43577,31045,35131,30899,52610,78906,31045,4465,4305,31423,46288,43577,35131,31045,43577,35131,31045;31045
5971,78937,46865;5971
6771,135,20942,2247,20942;135
57824,30819,67694,69415,30819;3114
30134,25455,7911,292,64013,30134,7911,78983,6021,78984,18722,29004,42517;7911
25708,10220,25708;25708
45058;45058
79016,56964,79017;79017
6455,9828,19847,6444,9828,13224;6455
52156,79047,76178,79048,76178,1882,79049,45541,79050,79051,79052,39844,6539,39454,6533,39454,22498,76178;16845,51189
4337,36994,4333,36994,24075,4333;4333
22773,79086,17488,79087;79087
79088,54281,79088,54281;79088,54281
21800,70640,21800,51316;21800,51316
24608;24608
5243;5243
79131;79131
3561,3563,15337,79133,3644,31884;3644,31884
1714,13567;13567
23094,14131,18894,14131,79204,23094;79204,14131
390;390
63454;63454
759,758,759,758,759,758,759;759
14972,79237,79238,79237,14972,1007,79238,79237,79239,79237,79240,79239,79238,14972,79238;14972
50994;50994
45519,9281;45519
63638,51602,63638,51602,63638,51602,63638;63638
17051,24767,1608,1595,1604,4852,1607,24767,17051;17051,24767
24716,21381,36446,24716;24716
2783,79275,2783,19658,79276;79276
76080;76080
79319,79320,55061,55064,28056,79321,28056,55062,78373,79322,78373;55061,28056
1261,4361,1262,71983,79341,16237,1262,1261,1262,16237,1261,1262,16237,1262,4361,1261,1262,72713,1262,16237,1262,79341;79341,1262
22921,55411,15093,22920,79342;55411
31857,34320,31857;31857,34320
26062,53648,11692,26060,11692,79401,26060,11692,11397,18087;11692
8191,3324,8191,3324,204,73,204;3324
7544,7512,7959,19485,79068,41797,7959,16932,7959;7959
79445,79446,79445,79446,79445;79445
1181;1181
12544;12544
10655;10655
30637;30637
5000;5000
3149,3150,11220,3150,3149,13967,27951,29792,79568,66535,79569,24454,361,3719,2704,9852,3857,3721,8695,12055,60234,15097,8035,4907,7166,22524,35992,370,4446,6310,51080,11279,4908,16316,2670,33483,24564,37995,12436,17899,8030,3898,5432,3404,20029,44100,25525,79570,1252,24453,79571,79572,29792,79573,24454,14840,61645;3149
17389,17388,10689,9578,7976,9578,1181,2380,1181,79600,79601,1181,4528;1181
10214;10214
79654;79654
166,1552,166,791,73,158,1844,363;1844,791
79714,79715,79714,79715,79716;79716
66776,1721,1720,6246,5855,1720,10023,5855,6247,5855,1720,737,17422,2093,5855,26666,5855;5855
18431,9992,18431,9992;9992
44910;44910
51096,79197,17637,60304,27153,79743,66569;51096
79751,25362;79751,25362
29084,47119,21740;29084,21740
79752,10017,79752,7171,79753,10017;79754,10017
1844,162,17925,609,33,326,1552,32,13259,313,13259,47412,21339,9287,326,162,594,597,800,313,2065,1732,13259,26801,1035,29,32,4241,89,1346,71,1843,1844,551,162,594,597,4241,29,551,71,551,162,89,4241,89,4241,32,29,313,32,89,313,29,32,89,32,89,313,32,313,32,14552,38151,49679,79783,37286,15374,32640,26279,79784,79785,79786,79787,79788,79789,49679,22065,79790,62897,62841,79791,79792,79793,79794;32,162,594
2843,512,3544,2843,551,158,162,1346,1843,551,79833,158,72,79833,158,71,1843,551,1843;1843
2484;2484
17964,55833,9548;17964,9548
34994,21094;34994
79878,79879,63184,63182,58399,63182,58399,63182,79880;63182
11591,79905,11591;11591
8754,614;8754
53123,6996,30925,4119,2965,77671,2965,77671,79926;4119,31016
16290;16290
37109,13801,11118,37109,58420,22794,79933,79934,13171,55581,29068,35158,22931,36213,37109;29068,37109
18121,21192,3718,54331,8279,3948,4240,39880,21423,7210,804,2937,5201,2939,3718,3948,4539,5860,3341,1099,4540,195,73,12677,125,807,2938,5201,2939,127;127
58833;64302,58833
13622,13621;13621
80035,64651,40349,64651,40349,80035,64651,40349,80035,64651,80035,40349,80035,40349,80035,64651,80035,40349,64651,40349,64651,80035,40349,64651,80035,64651,80035,40349,80035,606,80035,80036,64651,40349;80036,40349,64651,606
30637;30637
6112,12375,11439;6112
34347,34346,34347;34347
1314,1317,15222,15922,1314;1314
6202,746,6202,3444,3445;6202
16194,80138,80133;16194,80133
4496,4490,14806;4490
422;422
731,1312,1314,1317,1318,5688,847,1317,847,1317,847,80174,61495,54155,4939,4938,4939;1317
7202,7460,11781,12626,11781,12626;12626
39958;39958
80413,63466,80412;63466
51057,43716,80457,51057,43716;43716,80457,51057
125,9379,125;125
80554,1770,80555,37716,20221,37716;37716
80559,80560;80560
6716,6712;6712
493,80594,494,489,80594,489;489
14558,27512,11053,15920,21543,4480,27514,21568,80601,12563,50670,80602,47681,14558,41819,11053;11053
26568,10380,24587,21202,19640,21202,21692;8597
18692,35061;35061
4679,74092,80711,23059,28657,51858,80712,80713,15072,50572,54171,80714,40019,80715,80716,23509,80717,63390,80718,63387;4679,80715,15072
14425,10795,39373,6362,49181,6362;6362,49181
80743,49865,49866,80744,80745,80746,80747,80744,80748,22816,55746,21284,80747,80744,80749,80745,80750,80746,80750,15696;80750,21284
3098,26287,3098,26287,26290,26287,26290,26287,3098,26287,3098,26287,14664,51971,80751,26287,3098,57172,26288,13680,80752,26290,80752,80753;80752
4171,30207,18397,26762;4171
80758,55141,80759,80760,80761,80759,80762,80763,80762,80764,80765,80766,80767,80766,80767,80766,80767,80768,80769,44463,44462,80770,80771,80770,80772,80773,80774,57290,23287;11396,80770,80772,80765,80763,80767,80762,80759
15762;15762
40712,32222,80796,80797,80796;80796
35655,21404,57832,57526,8528,21404,8528,35655,21404,8528,21404;21404
9504,16744,35349,16744,9504,48121,9504,11005,9504,11005,9504,11005,16515,1192,35127,1192,11673,25061,9511,9503,9504,79249,9504,16691,80886,34216,80887,27751,80886,80887,27751,9504,9867;27751,1192,35127,20783,11005,9504
4604,2291,594,261,16442,3270,595,598,597;597
10040,23092;33693,27940,23092,10040
977,519,977;977
411,41581,411;411
73,5857,73,204,325;73
80971,80972,80971,80973,80974;80971
5441,1546,1547,33191,1455,22023,1547,22023,1547,1546,5441,1546,1547;1546
76471,21243,76473,81018,81019,21243,76471,81019,21243,76471,21243;21243
68450,70976,55618,56348,81027,81028,76909,70976,7717,56348,80965,56348,81029,56348,81029,7719,81029,56348,76909,70976,27257,81030,81031,81032,68450,81032,4361;4361,81032,68450
48226,40867,22269;48226
73,2800,73;73
15576,18338;18338,13700
16303,17168,8426,17168,45788,58184,8312,8309,5706,5122,25878,58422,16303;16303
68976,20589;20589
260,1728,260,1728;1728
17019;17019
49722,73259,15162,73259,81190,73259,81190,37306,73259,55614,15162,73260;37306,81190,73260,81191,73259
42242,23236,81208,81209,5095;23236
8002,14168,4523,1595;4523,1595
6759,14029,17387,645,5063,6759,645;645
1494,1008,1494,3082,10051,15500,12875,12147,15500,16530,3082,15500,16530;3082,15500
8680,35069,8680,35069,8680,255;114,8680
79053;79053
34446;34446
15641;15641
11693,4815;4815,11693
7,49911,2589;49911
51788,708,28651,25640,28651,25640,51788,15633,6625,15633,53830,81366,622,49418,62755,62753;21116,81367,15633,16781,81368
8042,1714,1715,11029,1715,20076,8042,20987;20987
4652,22341,4639,47389,5041,4650,4646,4639,22341,81394;28816,22341
341,337,2944,3273,36161;341
13575;13575
59057,52680,74695,52680,7407,6820,42430,59056,81444,81445,59056,52680,59055,59057,59055,7412,59055,7412,59055,59057,59056,52680,7407;52680
6682,46606;46606
13499,20944,1946,21614,50133,3325,11101,2933,13499,65806,67248,25856,8326;13499
1931,1949,1931,2864,106,47963,106,6052,1933,28831,62186,81527;106,1949
9729,81533,81534,9729;81535,23287,14349,9729,81533
81537,77061,52283,81538,81539,81540,52283,81538,15738,25071,3463,3459,75524,81541,3463,81542,81543,39536,81544,52250;52283
75524,3463,81545,46932,39807,3459,15738,55669,33718,81538,57524,81546,81547,81548,81546,57523,54800,81549,52249,81550,52249,54800,81551,35602,15863;75524
37375,43145,25293,9838,37375,81569,25293,9840,53893,25293;25293
17101,31390;31390
10671,21690,24209,10239,10671,10240,10239,10671,10239;10239
10882;10882
78290;78290
2001,7164,2001,7164,2001,7164,3897,361,13794,16410,13794,472,7164,2001;2001
14552,8841,16798,77088,5093,73609,21104,47095,21104,5093,21104,14552,21104,10177,5092,5091,17420,11958,5091,513,35834,34656,46867,34656,35834,34656,14552,34656,81685,48762,64861,822,46867;46867,5091,21104
7962,33554,7962,33554;33554
10137,43007,10137;10137
45196;45196
4893,34394;4893
81748,81750,81751,81750,81751,81750,81751,81750;81748,81750
1091,54726,41448,22931,35158;1091,35158
872,3784,6462;872
10410,22248,10410;22248
13228,81831,13228,19780,9828,65032,19780,8085;13228
1979,291,6971,16941,19933,6971,19933,6971,19933,16941,6971,19933;6971
81860,81861;81861,81860
63011,44497,21417,29855,14975,29855;63011
81890,81891,81890,81891;81891
204,81916;204
28883,36746,57562,12453,21989,36746,21989,28883,81944,55672,81945,36746,81946,28883;28883
1980,19404,1980,19404;19404,1980
79200,81953,11379,81954,11379;11379
33762,81965,72743,57852,81965,72743,73218,51397;81966
2247;2247
42950;42950
41373,72831,24001,26093,10770,26093,4643,61142,35175,27367,35175,27367,12269,33538,12269,33538,82127,62555,43612,12269,39815,82128,82129;12269
1782,1780,2256,2815,157,1782;1782
68545,82138,68545;82138,68545
422,23056,53250,23056,422,30521,422,2964,2736,7077,2605,6745;422
45963,16113,37546,11389,27,59698,21741,15291,11063,37933,4711,10197,10002,6760,10002,36630,18644,6759,82178,20615,14398,39947,12815,16113;16113
3286,7322,250,3286,127,3287,7323;7323,3286
53149;53149
15041;15041
82251,13276,82251,13276,82251,28483,82251,13276,28806,13234,28806,75219,82251,75219;28806
70840,82254,82255,70842,22928,16882,55658,82256,70842;70842
5569,10818,800,2065,791,127,791,2065,2922,2065,331,6882,3326,125,9497,796,12694,795,42346,23308,12694,127,1551,127,6129,6706,84,176;5569,10818
13498,57066,61066,57066,13498,4084;13498,57066
20902,1994,30150;20902
42874,60188,42874,82342,82343,82344,82345,70813,82346,82347,24574,19190,19210,19190,19189,22447,7403,4490,19190,16253,19210,16253,19190,19210,1339,45445;42874,61190,82341,16253,11868
14384,35741,868;868
574,34862,27241,21405,34862,27241,21405,34862,27241,21405,27241,43946,64423,6258,7312,66006,7312,6258;6258
12650,48015,12650;12650
82444,61164,82444,61164,7084,33205,5390,6975,5390;61164
27904,82458,23999,39347,82458,59493,70902,59493,57276,20983,27691;59493
82470,82471,45010;45010
35687,82473,16534,35736,23190,1043,6026,27306,1588,12115,15463,82474,82475,35737,82475,35737,82475,35737,82475,44505,35688,35737,82475,35737,35688,5225,63266,48666,39109,20530;82474
3150,5165,5166,3149,4694,16665,11222,4461,1634,9469,9468,23013,16667,13098,36089,13678,73193,37125,23013,37125,5166;5166
77512,1179,82503,82504,18178,61782,19190,19199,82505;1179,77512
2929;2929
4845,8389,3930;11853,4845
82540,82541;82541
50564,9109,30409,50564,60810,64503,16947,1382,7485,1382,7485,2117;50564
21032,2512,47024,3403,7851,24902,43315,3856,47024,7851,21032,7850,2629,2512,2629,47024,3855,5411,3404,7849,24902,2512,80,19654;80
9011,74837,20584,20414,74837,9935,34889,20721,34889,20721,21365,21479,28911,20792,25778,19647,82605,25778,63619,26473,1081,34889,21207,21365,12119,21937,63621,34889,17363,26473,12761,9011,12761,9011,12761,9011,26473,12761;9011,26473,12761
18590,11285,23213,57918,11285,47073,11285,33158,11285,18590,11285,18590,45668,27193,27192,82611,27191,45668,27193;18590,45668
1050,8429,1050,468,1050,5748,28705,737,7295,7297,27581,805,5748,28104,7297,27581,805,5748,9353;5748,28104,805,27581,7297
2861,544,3327,5017,60866,51327,5009,36160,5010,4010,8307,49476,23033,18706,52618,44558,82784,36163,36593,82785,28775,3297,18522,18523,1272,36160,46783,44558,18706,27619,52997,62123,5009,68947,4535,10166,5055;2861
1151,28390,22003,1279,20611,52641,41749,66930,30616,11385,19736,11384,1151;1151
7587;7587
5873;5873
14689,228,14689,228,0;228
4593,11211,4593,282,4593,80548,11211;11211
7147,67138,15124,7147,67138,15124,67138,7147,15124,4084,7147,67138,7147,15124;15124
14800,10827;14800
7674,30247,7674,31719,7674,31719,63356;3650,31719
32828;32828
18083,18084,18083,18084;18084
10237,10238,10237;10237
1720,3881,1720,3881,4685,9757,10045,36921,9757,1565;3881
26806,14595,16421,26806,38563,26806,11037,26806,38001,23054,38846,8320,16118,38846;38846
21072,61853,7951,61853,57756,51503,51504,61853,2445,74195;51504,61853
60345,83059,10272,60345,10272;60345,10272
31849,22679;31849
45460,50879;50879
11420;11420
9635;9635
21738;21738
4287;4287
10349,6001,12330,6001,12330,6001;6001
2096,1586,8053,50976,83131,8053,54393,81818,83132,62620,80943;54393
2563,4267,29301,17714,29301,4267,29301,83133,18731,6959,28224,13497,28224,2560,6974,5864,29301,5864,16252,19166;2563
4114,8397,4114;4114
11491,12866,16257,54140,21033,21269,28252,21269,28252;28252
1323,3860,25287,11259,25287,12835,39631,4974,25287,4974,25287,3897,27133,46082,66628,7372,17866,83197,9056;25287
17925,4971,9339,8474,17925,79930,3838,3502,855,7857,7858,7856,7858;8474
31817,6021,83199,28931,28930,66519,28931,28930,28931,28930,20176,28930;28930,6021
5569,3324;5569,3324
83223,1106,1948,83224,83225,1264,1106,83224,1264;1106
73,9379,35136,1731,21484,9497,1548,22408,21484,22408,1548,22408,1660,9802;1548,2752
29827,5873,29827;29827
29423,8256;29423
75331,70632,83265,83266,83267,75331,83268,70632,83269;83269,75331
6967,4846,2875;6967
41680,83275;83275
3793;3793
30059,13033,4959,13033,4959,4958,30059,4959,13033,4958,30059,13033;13033
1664,83306,1664,50628;1664
83329;83329
83349,83350;83349
83381,13716,13718,83382,83383,13716,83384,83385,13716,83386,28853,41815,49274,62035,17276,919,83387;13716,83386
11490,36335,813,64208,739;813
83433,48103,83433,48103,83433,83431;83431
1845,14845,1845;1845
83440,43871,83440;83440
9083,83,9085,21574,67594,9085,83,67594,83;67594
982;982
19067;19067
461,13589,4266,1714,39107,70671,39107,1714,733,20853,70671,1714,13565,5844,13565,13567,41980,12777,37681,13567,13565,21012;13565,21012
3785,3786,9248,9251,12233,30032,9251;9251
26546,10099,65105,13078,55266,4602,11185,8365;3509,55266,4602,11185
42638,83493,2117,7485,13210,42638;42638
30837,61087,16936,61087,1051,16936,61087,83545,61087,83545,61087;83545,61087,16936
18850,57380,18850,57380,31068,18850,83550,21177,12019,5455,3615,27572;83550,12019,18850
46392,58488,46392,828;46392,58488
9536;9536
52800;52800
11894;11894
5146,9436,6627,9436,5146;5146
20421,36898,47927,5393,20930,20413,9942,13979,20420,13480,4301,12124;5393
223,3844,223,19069,9434;223,19069
83619,83620,59404,38658;83620
1181;1181
4334,31687;4334,83638
3711,14719,9221;3711,9221,7642,13398
10593,83647,10588,10592,83648,83649,83650,60874,83649,10588,83649,10588,83649;83649,10588
24036,1292,39994,1292,39994,26439,22282,31960,83668,72419,31960,52723;31960
38198;38198
1923,1927,1923,1927;1923
5472,5909;5472
18724;18724
33602,743,1654,33602,32497,33602,42488,32497,1654;33602,1654
27621;27621
31721,2526,83787,15977,45125,45121,15981,83788,2526,40530,45121,45125,2526,45125,2526;2526,45125
52409;52409
9604,17926,11256,23878,24342,3828,3057,24170,733,24109,733,24109,110,6406,3057,29011,17033,1474,17032,2444,8853,6406,1474,27938,746,27938,733,24170,8853,24170,1474,733,24170,1474,55087,5369,57962,55087,6406,1495,28765;24170,27938,6406
53979,83852,43835,53979,83852;83852
16409,9814,4120,27013,1931,21718,2864,1949,1931,27013,1931,21718,21210,28228,50676,21210,28229,20718,21210,9540,17047,10909,20882,10361,10909,10361,10909,1943,10909,20882,10361,10909,1943,10909,10361,10909,1943,10909,1943,10361,20882,2378,3444,2379,1933,10361,3697,4540;16409,4540,27013,1931,9540
14295,21772,2450,16687,14295;14295
83879,83880,83881,83879;83879
10244,20462,10244;10244
12079,45066,12079,19690,11173,37008,39153,21065,26475,83463,12079,45066,11173,25166,18898;45066
6360,4668,50968,31084;4668,6360
158,73,204,9517,5957,9517,2747,25502,3438,25078,10941,750,204,743,3438,7949,11460;204,158,2747,9517
66291;66291
4062,5603;4062
2580,9777,84071,9779,9777;9777,2580
999,69623,999,31241,32252;999
3473;84133,3473
37017;37017
20961;20961
5,8115,5;5
10583,26146,54209,10584,10583;10583
4870,34509,84234,34502,34522,69951,58424,15741,34510,34516,34502,69951,56782,34509,34502,84234;84234
36093,5018,36093;36093
16850,84330,84331,84332,84333,84334,84335,84334,84336,70018,84335,19434;84335
15041;15041
84340;84340
30761,13817,30761;30761,7049
44299,84346,44299;44299
3324,2391,2919;5569,2919,3324,73
26743,15797,26741,55984,26743,48895,81912,37038,84367;26743
76230,84368,76230,84368;84368
7266;7266
12334,1644,4163,9241,21318;9241,9643
28788,12638,39871,6347,39871,6347,1637,262,53574,14605,578,552,262,552,262,361,2779,3894,3855,4909,25524,4907,46683;262
3099,33250,21837,17,2476,1278,17,19,17,751,17;17
5040,37235,35175;37235
84421,61492;84421
10983;10983
162,161,162,594,73,204,162,469,751,511;204,751,4604
5040,68580,10768,5040,10768,5040,10768;10768,5040
84471;84471
9082,20455,17447,17446,4105;17447
86;86
6202,21708,6202,21708,7000,11186,6202,18710,1098,6202,7000,6202;6202
33984,43634,40173,40603,84562,31335,84563,5246,61410,76597,84564,84565,43789,84566,84567,7501,3680;33984
3897,16448,15240,84673;16448
63703,2827;7855
5399,8640,15604,5399,5333,15604;15604
3563,12716,4441,16597,40397,31573,15557,7101,3563,3561,42338,31573,4423,4441,20511,39585,7104,41025,29190,84691,39587,7102,7101,34595,4422,34596,39585,34596,40397,34596,3644,4423,4422,34596,4422;4422
84698,83089,84699,84700,54414,15563,84701,70179,41972,51778,84702,84703,72893,84704,15563,70179,41972,84701,72897,41972,84705,12650,59928,41972;41972
54426,41847,54426,41847,54426,41847,54426,41847,84706,41847;41847
